,Unnamed: 0,CM_candidates,L1,L2
561,561,cancer screening test చేయించమన్నారు.,క్యాన్సర్ స్క్రీనింగ్ టెస్ట్ చేయించమన్నారు.,Cancer screening test is done.
562,562,ఆ చిగుళ్ల problem కి ఏమైనా problem ఉంటుందా?,ఆ చిగుళ్ల సమస్యకి ఏమైనా సమస్య ఉంటుందా?,Is there any problem with those gum problems?
563,563,pregnancy confirm అయినప్పుడు lightగా bleeding వస్తుంది.,గర్భధారణ నిర్ధారణ అయినప్పుడు తేలికపాటి రక్తస్రావం వస్తుంది.,Light bleeding occurs when pregnancy is diagnosed.
564,564,ivf పాప ఉంది.,ivf పాప ఉంది.,Have an ivf baby.
565,565,ఇంతవరకూ success లేదు.,ఇంతవరకూ విజయం లేదు.,No success so far.
566,566,recentగా semen analysis చేయిస్తే hormonal imbalance అని చెప్పారు.,ఇటీవలే వీర్యం విశ్లేషణ చేయిస్తే హార్మోన్ల అసమతుల్యతఅని చెప్పారు.,A recent semen analysis showed hormonal imbalance.
567,567,laproscopy ద్వారా tubes clear అవుతాయా?,లాపరోస్కోపీ ద్వారా గొట్టాలు స్పష్టం అవుతాయా?,Can the tubes be clarified by laparoscopy?
568,568,pcod సమస్య పెళ్లికి ముందు నుంచే ఉంది.,pcod సమస్య పెళ్లికి ముందు నుంచే ఉంది.,The pcod problem was there before marriage.
569,569,tablets వేసుకుంటే periods వస్తున్నాయి.,మాత్రలు వేసుకుంటే పీరియడ్స్ వస్తున్నాయి.,Periods are coming if taking pills.
570,570,పిల్లల కోసమని doctor దగ్గరకు వెళితే thyroid ఉందని తెలిసింది.,పిల్లల కోసమని డాక్టర్ దగ్గరకు వెళితే థైరాయిడ్ ఉందని తెలిసింది.,"If you go to the doctor for a child, you will know that it is thyroid."
571,571,పిల్లల పుట్టే chance ఉందా లేదా?,పిల్లల పుట్టే అవకాశం ఉందా లేదా?,Is there a possibility of child birth or not?
572,572,6 years నుంచి periods irregular గా వస్తున్నాయి .,6 సంవత్సరాల నుంచి పీరియడ్స్ అక్రమంగా వస్తున్నాయి .,Periods are coming irregularly since 6 years.
573,573,ultrasound చేయిస్తే pcod normal గా ఉన్నాయి.,అల్ట్రాసౌండ్ చేయిస్తే pcod సాధారణం గా ఉన్నాయి.,PCOD is normal on ultrasound.
574,574,నాకు pitutary gland లో microadenoma ఉంది.,నాకు పిట్యూటరీ గ్రంధిలో మైక్రోడెనోమా ఉంది.,I have a microadenoma in my pituitary gland.
575,575,periods కూడా regular గా ఉంది.,పీరియడ్స్ కూడా రెగ్యులర్ గా ఉంది.,Periods are also regular.
576,576,నాకు primary infertility problem ఉంది.,నాకు ప్రాధమిక వంధ్యత్వ సమస్య ఉంది.,I have primary infertility problem.
577,577,నాకు general checkupలో fibroids ఉన్నాయని తెలిసింది.,నాకు సాధారణ చెకప్‌లో ఫైబ్రాయిడ్‌లు ఉన్నాయని తెలిసింది. ,I was diagnosed with fibroids during a routine checkup.
578,578,3 months back x-ray తీసి అండాశయాల్లో నీటి బుడగలు ఉన్నాయి అన్నారు.,3 నెలల క్రితం x-ray తీసి అందాశయాల్లో నీటి బుడగలు ఉన్నాయి అన్నారు.,3 months ago x-ray was taken and they said there are water bubbles in the eye sockets.
579,579,periods 2 months కి ఒకసారి 15 daysకి ఒకసారి వస్తుంది.,పీరియడ్స్ 2 నెలలు కి ఒకసారి 15 రోజులకి ఒకసారి వస్తుంది.,Periods occur once in 2 months and once in 15 days.
580,580,medicines వాడి 3 years అయితుంది.,మందులు వాడి 3 సంవత్సరాలు అయితుంది.,It has been 3 years since I used the medicine.
581,581,సాధారణంగా white discharge ఎందుకు అవుతుంది.,సాధారణంగా తెల్లటి ఉత్సర్గ ఎందుకు అవుతుంది.,Why is white discharge common?
582,582,ఇది కాకుండా ఎలాంటి precautions తీసుకోవాలి?,ఇది కాకుండా ఎలాంటి జాగ్రత్తలు తీసుకోవాలి?,"Apart from this, what precautions should be taken?"
583,583,నాకు periods మొదలయిన 4 days bleeding తక్కువగానే ఉంటుంది.,నాకు పీరియడ్స్ మొదలయిన 4 రోజుల రక్తస్రావం తక్కువగానే ఉంటుంది.,I have light bleeding for 4 days after my period starts.
584,584,నేను ఎలాంటి tablets use చేయాలి.,నేను ఎలాంటి మాత్రలు వాడాలి.,What pills should I use?
585,585,pregnancy కోసం plan చేస్తున్నాను.,గర్భం కోసం ప్లాన్ చేస్తున్నాను.,Planning for pregnancy.
586,586,అలా date వచ్చిన ప్రతిసారి stomach pain వస్తుంది.,అలా తేదీ వచ్చిన ప్రతిసారి కడుపు నొప్పి వస్తుంది.,"Every time a date comes, I get a stomach ache."
587,587,stomach pain తగ్గడానికి medicines వాడుతున్నాను.,కడుపు నొప్పి తగ్గడానికి మందులు వాడుతున్నాను.,I am taking medicine to relieve stomach pain.
588,588,8th month లో baby చనిపోయింది.,8వ నెలలో పాప చనిపోయింది.,The baby died in the 8th month.
589,589,నాకు abortion ముందు periods regular అయ్యేవి.,నాకు అబార్షన్ ముందు పీరియడ్స్ రెగ్యులర్ అయ్యేవి.,My periods were regular before the abortion.
590,590,నాకు periods సరిగ్గా రావడం లేదు.,నాకు పీరియడ్స్ సరిగ్గా రావడం లేదు.,I am not getting my period properly.
591,591,అంతా normal గానే ఉంది.,అంతా మామూలుగానే ఉంది.,Everything is normal.
592,592,మా ఆయన తో కలిస్తే next day కడుపు నొప్పి urine bladder లో మంట గా ఉంటుంది.,మా ఆయన తో కలిస్తే తరువాతి రోజు కడుపు నొప్పి మూత్రాశయం లో మంట గా ఉంటుంది.,"If we meet with him, the next day stomach pain will be burning in the bladder."
593,593,కళ్ళ దగ్గర బాగా itching ఉంటది.,కళ్ళ దగ్గర బాగా దురద ఉంటుంది.,The eyes are very itchy.
594,594,daily ఉంటదా అప్పుడప్పుడా?,రోజూ ఉంటదా అప్పుడప్పుడా?,Is it daily or occasionally?
595,595,sight వచ్చినట్లు ఉంది.,sight వచ్చినట్లు ఉంది.,The sight seems to have come.
596,596,ఇంకా headache వస్తుంది.,ఇంకా తలనొప్పి వస్తుంది.,I still get headaches.
597,597,ight ఉంది ఇంకా headache.,sight ఉంది ఇంకా తలనొప్పి.,There is sight and headache.
598,598,headache ఉంది ఇంకా eyes లాగుతున్నట్లు ఉన్నాయి.,తలనొప్పి ఉంది ఇంకా కళ్ళు లాగుతున్నట్లు ఉన్నాయి.,There is a headache and the eyes are dragging.
599,599,ఒక కంటికి operation అయింది.,ఒక కంటికి ఆపరేషన్ అయింది.,One eye was operated.
600,600,ఇప్పుడు వేరే కంటి operation కోసం doctor రమ్మన్నాడు.,ఇప్పుడు వేరే కంటి ఆపరేషన్ కోసం డాక్టర్ రమ్మన్నాడు.,Now the doctor came for another eye operation.
601,601,eyes మండుతున్నాయి ఇంకా జ్వరం వస్తుంది.,కళ్ళు మండుతున్నాయి ఇంకా జ్వరం వస్తుంది.,Eyes burning and fever.
602,602,ఎన్ని years నుంచి?,ఎన్ని సంవత్సరాల నుంచి?,From how many years?
603,603,8 years నుంచి.,8 సంవత్సరాల నుంచి.,From 8 years.
604,604,control లోనే ఉందా?,కంట్రోల్ లోనే ఉందా?,Is it under control?
605,605,swelling వస్తుంది ఇంకా గరుకు గరుకు గా ఉంటుంది.,వాపు వస్తుంది ఇంకా గరుకు గరుకు గా ఉంటుంది.,Swelling occurs and the crust remains rough.
606,606,10 days అవుతున్నాయి.,10 రోజులు అవుతున్నాయి.,It's been 10 days.
607,607,2 నెలల కింద మొదటి కన్నుకి operation అయింది.,2 నెలల కింద మొదటి కన్నుకి ఆపరేషన్ అయింది.,2 months later the first eye was operated.
608,608,5 నుంచి 6 years అయితుంది.,5 నుంచి 6 సంవత్సరాలు అవుతుంది.,It will be 5 to 6 years.
609,609,general checkup కి వచ్చాము,జనరల్ చెకప్  కి వచ్చాము.,We came for general checkup.
610,610,కళ్ళలో dust పడింది.,కళ్ళలో దుమ్ము పడింది.,Dust fell in the eyes.
611,611,driving చేస్తున్నప్పుడు కళ్ళు బాగా లాగుతున్నాయి.,డ్రైవింగ్ చేస్తున్నప్పుడు కళ్ళు బాగా లాగుతున్నాయి.,Eye strain while driving.
612,612,computer ముందు కూర్చున్నప్పుడు eyes burning వస్తుంది.,కంప్యూటర్ ముందు కూర్చున్నప్పుడు కళ్ళు మండుతున్నాయి.,Eyes burning while sitting in front of the computer.
613,613,ఒక 3 years అయింది.,ఒక 3 సంవత్సరాలు అయింది.,It's been 3 years.
614,614,6 months నుంచి eye floaters వస్తున్నాయి.,6 నెలల నుంచి ఐ ఫ్లోటర్స్ వస్తున్నాయి.,Eye floaters are coming from 6 months.
615,615,sun ని చూస్తే circles లాగా కనిపిస్తున్నాయి.,సూర్యుడిని ని చూస్తే వృత్తాలు లాగా కనిపిస్తున్నాయి.,"If you look at the sun, it looks like circles."
616,616,ల్లని wall background ని చూసినప్పుడు సన్నని తీగలు అక్కడ అక్కడ చుక్కలు కనిపిస్తున్నాయి.,ల్లని గోడ నేపథ్యం ని చూసినప్పుడు సన్నని తీగలు అక్కడ చుక్కలు కనిపిస్తున్నాయి.,"When looking at the background of the llani wall, there are thin wires dotted there."
617,617,కంట్లో floaters కనిపిస్తున్నాయి కంటి చివర మసక మసకగా కనిపిస్తుంది.,కంట్లో ఫ్లోటర్స్ కనిపిస్తున్నాయి కంటి చివర మసక మసకగా కనిపిస్తాయి.,Floaters are seen in the eye.
618,618,sight పెరిగినట్లు అనిపిస్తుంది.,చూపు పెరిగినట్లు అనిపిస్తుంది.,The vision seems to be increased.
619,619,ళ్ళు అప్పుడప్పుడూ dry అవుతున్నాయి.,ళ్ళు అప్పుడప్పుడూ ఎండుతున్నాయి.,The eyes are drying from time to time.
620,620,కళ్ళు చాలా tired గా అనిపిస్తున్నాయి.,కళ్ళు చాలా అలసటగా అనిపిస్తున్నాయి.,Eyes feel very tired.
621,621,irritation ఉంది.,చికాకు ఉంది.,There is irritation.
622,622,last year వచ్చింది.,గత సంవత్సరం వచ్చింది.,Came last year.
623,623,సాయంత్రం timeలో కళ్ళు ఎర్రగా అవుతున్నాయి.,సాయంత్రం వేళలో కళ్ళు ఎర్రగా అవుతున్నాయి.,Red eyes in the evening.
624,624,కళ్ళు చుట్టూ color color కనిపిస్తుంది.,కళ్ళు చుట్టూ రంగు రంగు కనిపిస్తుంది.,Discoloration appears around the eyes.
625,625,కంటి మధ్యలో central vision నల్లగా వస్తుంది.,కంటి మధ్యలో కేంద్ర దృష్టి నల్లగా వస్తుంది.,The central vision becomes black in the center of the eye.
626,626,అమ్మాయికి right eye -6 ఉంది and left eye -8 ఉంది.,అమ్మాయికి కుడి కన్ను -6 ఉంది మరియు ఎడమ కన్ను -8 ఉంది.,The girl has right eye -6 and left eye -8.
627,627,eye allergy ఉంది.,కంటి అలెర్జీ ఉంది.,There is an eye allergy.
628,628,eyes red అవుతున్నాయి.,కళ్ళు ఎర్రబడుతున్నాయి.,Eyes are red.
629,629,కంటిలో ఎర్రగా swell వస్తుంది.,కంటిలో ఎర్రగా వాపు వస్తుంది.,Red swelling in the eye.
630,630,ఎడమ కంటి చుట్టూ ఏదో wires లాగా కనిపిస్తున్నాయి.,ఎడమ కంటి చుట్టూ ఏదో వైర్లు లాగా కనిపిస్తున్నాయి.,Something looks like wires around the left eye.
631,631,eyes మండుతున్నాయి.,కళ్ళు మండుతున్నాయి.,Eyes burning.
632,632,నా కంట్లో hole ఉందా ని తెలిసింది.,నా కంట్లో రంధ్రం ఉందా ని తెలిసింది.,I knew there was a hole in my eye.
633,633,కళ్ళ కింద dark circles వస్తున్నాయి.,కళ్ళ కింద డార్క్ సర్కిల్స్ వస్తున్నాయి.,Dark circles appear under the eyes.
634,634,మా పాప eyes బాగా blink చేస్తుంది,మా పాప కళ్ళు బాగా బ్లింక్ చేస్తుంది,Our baby blinks his eyes a lot
635,635,కను రెప్పల పైన part ఉబ్బెత్తుగా ఉంది.,కను రెప్పల పైన భాగం ఉబ్బెత్తుగా ఉంది.,The part above the eyelids is bulging.
636,636,eye lids పైన part ఉబ్బెత్తుగా ఉంది.,కంటి మూతలు పైన భాగం ఉబ్బెత్తుగా ఉంది.,The upper part of the eyelids is bulging.
637,637,eye continuous shake అయితుంది.,కంటి నిరంతర షేక్ అయితుంది.,The eye shakes continuously.
638,638,eyes బాగా shake అవుతున్నాయి.,కళ్ళు బాగా షేక్ అవుతున్నాయి.,Eyes are shaking well.
639,639,accident జరిగినప్పుడు కంటికి దెబ్బ తగిలింది.,ప్రమాదం జరిగినప్పుడు కంటికి దెబ్బ తగిలింది.,"In the accident, the eye was injured."
640,640,కంటి కింద eye bags లాగా వస్తున్నాయి.,కంటి కింద కంటి తిత్తులు లాగా వస్తున్నాయి.,It looks like eye cysts under the eyes.
641,641,కళ్ళు dry గా ఉన్నాయి.,కళ్ళు పొడిగా ఉన్నాయి.,Eyes are dry.
642,642,light dim అయితే ఏమీ సరిగ్గా కనిపించడం లేదు.,కాంతి మసక అయితే ఏమీ సరిగ్గా కనిపించడం లేదు.,The light is dim but nothing looks right.
643,643,light ని చూస్తే కళ్ళు మండుతున్నాయి.,కాంతి ని చూస్తే కళ్ళు మండుతున్నాయి.,The eyes burn when they see the light.
644,644,అంతా dull గా కనిపిస్తున్నాయి.,అంతా నిస్తేజంగా కనిపిస్తున్నాయి.,Everything looks dull.
645,645,colors సరిగ్గా కనిపిస్త లేవు.,రంగులు సరిగ్గా కనిపించడం లేదు.,Colors don't look right.
646,646,కంట్లో ఇంద్రధనస్సు లాగా colors కనిపిస్తున్నాయి.,కంట్లో ఇంద్రధనస్సు లాగా రంగులు కనిపిస్తున్నాయి.,Colors appear like a rainbow in the eye.
647,647,కళ్ళు suddenగా మసక గా అవుతున్నాయి.,కళ్ళు ఒక్కసారిగా మసకగా అవుతున్నాయి.,The eyes suddenly become dim.
648,648,ఒకసారే black గా అయిపోతుంది కంటి ముందు.,ఒకసారే నలుపు గా అయిపోతుంది కంటి ముందు.,Once it becomes black in front of the eye.
649,649,blurred గా కనిపిస్తుంది.,అస్పష్టంగా కనిపిస్తుంది.,Looks vague.
650,650,కళ్ళ ముందు dark spots వస్తున్నాయి.,కళ్ళ ముందు డార్క్ స్పాట్స్ వస్తున్నాయి.,Dark spots appear before the eyes.
651,651,మూత్రంలో fruits వాసన వస్తుంది బాబుకు,మూత్రంలో పండ్లు వాసన వస్తుంది బాబుకు,Babu smells fruits in his urine
652,652,kidney లో రాళ్ళు ఉన్నాయని scan లో చెప్పారు.,మూత్రపిండాలలో రాళ్ళు ఉన్నాయని స్కాన్ లో చెప్పారు.,A scan revealed kidney stones.
653,653,ఇటు side కి నొప్పి వస్తుంది.,ఇటు వైపు కి నొప్పి వస్తుంది.,There is pain on this side.
654,654,ఈరోజు morning మూత్రం పోసేటప్పుడు urine లో రక్తం పడింది.,ఈరోజు ఉదయం మూత్రం పోసేటప్పుడు మూత్రం లో రక్తం పడింది.,"This morning while urinating, there was blood in the urine."
655,655,రోజు నేను 4 to 5 liters నీరు తాగుతున్నాను.,రోజు నేను 4 నుండి 5 లీటర్ల నీరు తాగుతున్నాను.,I drink 4 to 5 liters of water a day.
656,656,చెప్పండమ్మా ఏమి ఇబ్బంది ఏం problem?,చెప్పండమ్మా ఏమి ఇబ్బంది ఏం సమస్య?,"Tell me, what's the problem, what's the problem?"
657,657,urine yellow గా వస్తుంది.,మూత్రం పసుపు రంగులో వస్తుంది.,Urine is yellow in color.
658,658,4 years కింద urineలో infection వచ్చింది.,4 సంవత్సరాల కింద మూత్రంలో ఇన్ఫెక్షన్ వచ్చింది.,Urinary tract infection after 4 years.
659,659,నాకు 24 గంటలు urine track లో మంటగా ఉండేది,నాకు 24 గంటల మూత్ర నాళం మంటగా ఉంది,I have a 24 hour urinary tract infection
660,660,medicine వాడాక చాలా వరకూ తగ్గింది.,మందు వాడాక చాలా వరకు తగ్గింది.,"After using the medicine, it has decreased a lot."
661,661,sugar test చేయించుకున్నాను.,షుగర్ టెస్ట్ చేయించుకున్నాను.,I did a sugar test.
662,662,depression ఉంది.,డిప్రెషన్ ఉంది.,There is depression.
663,663,"వరం వస్తుంది regular గా, 102 103 పైన fever వస్తుంది.","వరం వస్తుంది రెగ్యులర్ గా, 102 103 పైన జ్వరం వస్తుంది.","Boon comes regularly, fever above 102 103."
664,664,బాగా shivering ఉంది.,బాగా వణుకు ఉంది.,Very shaky.
665,665,"ఒక రెండు రోజుల నుంచి vomitis, motions కూడా అయితున్నాయి .","ఒక రెండు రోజుల నుంచి వాంతులు, విరోచనాలు కూడా అయితున్నాయి .",Vomiting and diarrhea have been happening for a couple of days.
666,666,ఇంకా body pains కూడా ఉన్నాయి .,ఇంకా శరీర నొప్పులు కూడా ఉన్నాయి .,There are also body pains.
667,667,జ్వరం వచ్చి 3 days అయింది.,జ్వరం వచ్చి 3 రోజులు అయింది.,It has been 3 days since the fever.
668,668,అసలు ఎం సరిగా తినదు hostelలో .,అసలు ఎం సరిగా తినడు హాస్టల్ లో .,"Actually, M does not eat properly in the hostel."
669,669,ఎంత బాబు age?,ఎంత బాబు వయసు?,How old is Babu?
670,670,double vision ఉంది.,డబుల్ దృష్టి ఉంది.,There is double vision.
671,671,cold cough అలాంటివి ఏమైనా ఉన్నాయా ?,జలుబు దగ్గు అలాంటివి ఏమైనా ఉన్నాయా ?,Are there any such things as cold and cough?
672,672,నాకు diabetes ఇంకా bp ఉంది .,నాకు మధుమేహం ఇంకా bp ఉంది .,I have diabetes and bp.
673,673,ayurvedic medicine కూడా use చేసాం,ఆయుర్వేద మందు కూడా వాడారు.,Ayurvedic medicine is also used.
674,674,ఎం medicines use చేసినా తగ్గడం లేదు,ఎం మందులు వాడినా తగ్గడం లేదు,M is not reducing even after using medicines
675,675,ఎపుడు winterలో ఇలానే అయితది .,ఎపుడు చలికాలంలో ఇలానే అయితది .,Sometimes it is like this in winter.
676,676,మీరు dentist ని కలవాలి.,మీరు దంతవైద్యుడు ని కలవాలి.,You should see a dentist.
677,677,accident case ఆ?,ప్రమాదం కేసు ఆ?,Is that a case of accident?
678,678,గాలి సరిగా breathing రావడంలేదు .,గాలి సరిగా శ్వాస రావడంలేదు .,Air is not breathing properly.
679,679,ఇంకా చేతి గోర్లు కూడా blue colorలో మారుతున్నాయి .,ఇంకా చేతి గోర్లు కూడా నీలం రంగులో మారుతున్నాయి .,Also fingernails are turning blue.
680,680,concentration ఉండట్లేదు.,ఏకాగ్రత ఉండట్లేదు.,No concentration.
681,681,ఛాతిలో burning sensation అనిపిస్తుంది .,ఛాతిలో బర్నింగ్ సెన్సేషన్ అనిపిస్తుంది .,Burning sensation is felt in the chest.
682,682,గాలి పీల్చుకోవడం కష్టంగా ఉంది chest pain వలన .,గాలి పీల్చుకోవడం కష్టంగా ఉంది ఛాతీ నొప్పి వలన .,Breathing is difficult due to chest pain.
683,683,oily foods తిన్నాపుడే ఆలా అయితుంది .,నూనె ఆహారాలు తిన్నాపుడే ఆలా అయితుంది .,It happens when you eat oily foods.
684,684,అప్పుడపుడు blood పడుతుంది .,అప్పుడపుడు రక్తం పడుతుంది .,Sometimes blood is taken.
685,685,weakగా ఉంది .,బలహీనంగా ఉంది .,is weak.
686,686,weight loss ఉంది.,బరువు తగ్గడం ఉంది.,There is weight loss.
687,687,సరే మీరు Gynaecologist ను కలవండి .,సరే మీరు గైనకాలజిస్ట్ ను కలవండి .,Well you see a gynecologist.
688,688,పుట్టుమచ్చ color మారింది .,పుట్టుమచ్చ రంగు మారింది .,The mole has changed color.
689,689,"ఇంకో problem, ఇంకో opinion sir, faty liver అనేసి చెప్పారు sir నాకు.","ఇంకో సమస్య, ఇంకో అభిప్రాయం సార్, ఫ్యాటీ లివర్ అని చెప్పారు సార్ నాకు.","One more problem, one more opinion sir, they told me it was fatty liver."
690,690,ఎటువంటిది మీ profession?,ఎటువంటిది మీ వృత్తి?,What is your occupation?
691,691,నేను technical sir department.,నేను టెక్నికల్  డిపార్ట్‌మెంట్ సార్.,I am technical department sir.
692,692,నేను english medicines ఏ వాడుతున్నాను.,నేను ఆంగ్ల మందులు ఏ వాడుతున్నాను.,What am I using English medicines.
693,693,main problem నాకు gastric.,ప్రధాన సమస్య నాకు గ్యాస్ట్రిక్. ,The main problem for me is gastric.
694,694,అంటే ఏమైనా తిందామన్నా chicken తిందామన్నా ఏం తిందామన్నా భయమే,అంటే ఏమైనా తిందామన్నా చికెన్ తిందామన్నా ఏం తిందామన్నా భయమే,"That is, whether you eat anything, whether you eat chicken or whatever, you are afraid"
695,695,కాయగూరలు తిన్న problem లేదు.,కాయగూరలు తిన్న సమస్య లేదు.,Eating vegetables is not a problem.
696,696,chicken తిందామంటే మాత్రం చాలా problemగా ఉంటది.,చికెన్ తిందామంటే మాత్రం చాలా సమస్యగా ఉంటుంది.,Eating chicken is a big problem.
697,697,madam నేను ఒక 4 5 years నుంచి నాకు ఈ faty liver అని వచ్చింది madam.,మేడమ్ నేను ఒక 4 5 సంవత్సరాల నుండి నాకు ఈ కొవ్వు కాలేయం అని వచ్చింది మేడం.,Madam I got this fatty liver from a 4 5 year old Madam.
698,698,అయితే SVN hospital లో అక్కడ చూపించినం amount ఎక్కువ అయితున్నాయాని.,అయితే SVN హాస్పిటల్ లో అక్కడ చూపించిన మొత్తం ఎక్కువ అయితున్నాయని.,But the amount shown in SVN Hospital is more.
699,699,ఆ faty liver అంటే బాగా vomitings అయితున్నాయి madam,ఆ fకొవ్వు కాలేయం అంటే బాగా వాంతులు అవుతున్నాయి మేడమ్,That f fatty liver means vomiting a lot madam
700,700,అప్పుడు మధ్యల drinks వల్ల వచ్చింది అని చెప్పింది చెప్పినారు.,అప్పుడు మధ్యల డ్రింక్స్ వల్ల వచ్చింది అని చెప్పింది.,Then Madhyala said it was because of the drinks.
701,701,left side బాగా ఉబ్బింది.,ఎడమ వైపు బాగా ఉబ్బింది.,The left side is very swollen.
702,702,right side ఎమో normal ఉంది,కుడి వైపు ఎమో సాధారణంగా ఉంది,Emo on the right is common
703,703,నేను pan shop నడిపిస్తుంటి madam.,నేను పాన్ షాప్ నడిపిస్తుంటి మేడమ్.,I am a pawn shop running lady.
704,704,మీరు చెప్పిన symptoms అనేది ఏంటంటే faty liver అనేది aggrevation stage లో ఉంది .,మీరు చెప్పిన లక్షణాలు ఏంటంటే కొవ్వు కాలేయం అనేది తీవ్రతరం చేసే దశలో ఉంది .,The symptoms you mentioned are that the fatty liver is in an aggravating stage.
705,705,"అంటే మనం మీరు already చెప్తున్నారు, ఎక్కువగా alcohol తీసుకునే వారిని.","అంటే మనం మీరు ఇప్పటికే చెప్తున్నారు, ఎక్కువగా మద్యం తీసుకునే వారిని.","That means we are already saying, those who drink a lot of alcohol."
706,706,timeకి food తినకపోవడం వలన మనకు ఈ faty liver increase అయితూ ఉంటది.,సమయానికి ఆహరం తినకపోవడం వలన మనకు ఈ కొవ్వు కాలేయం పెరుగుతుంది.,"If we don't eat food on time, we develop this fatty liver."
707,707,కాకపోతే ఏంటంటే ఎటువంటి treatment తీసుకోకపోతే దాన్ని neglect చేస్తే అది చాలా dangerous stageకి వెళ్ళే chance ఉంటది.,కాకపోతే ఏంటంటే ఎటువంటి చికిత్స తీసుకోకపోతే దాన్ని నిర్లక్ష్యం చేస్తే అది చాలా ప్రమాదకరమైన స్టేజికి వెళ్ళే అవకాశం ఉంటుంది.,"Otherwise, if no treatment is taken, it can progress to a very dangerous stage if neglected."
708,708,అంటే liver కాకుండా whole organs మీద effect పడుతది దాని ప్రభావం అనేది.,అంటే కాలేయం కాకుండా మొత్తం అవయవాలు మీద ప్రభావం పడుతది దాని ప్రభావం అనేది.,It means that it affects all the organs other than the liver.
709,709,"ఆ bones వరకు ఇట్ల bulb గల ఉబ్బినట్లు, ఉబ్బింది, sir.","ఆ ఎముకల వరకు ఇట్ల బల్బ్ గల ఉబ్బినట్లు, ఉబ్బింది, సార్.","Swollen, bloated, sir, like a bulbous house to the bone."
710,710,ఇట్ల tightగా ఉంటది.,ఇట్ల గట్టిగా ఉంటది.,It's so tight.
711,711,మీరు చెప్పిన problems అన్నీ అయినప్పుడు అట్లానే ఉన్నాయి sir.,మీరు చెప్పిన సమస్యలు అన్నీ అయినప్పుడు అట్లానే ఉన్నాను సార్.,"Sir, I am the same when all the problems you have mentioned."
712,712,"ఇలా urineలో color రావడం, నాకు acidity కూడా అయితుంది .","ఇలా మూత్రంలో రంగు రావడం, నాకు ఆమ్లత్వం కూడా అయితుంది .",This color in the urine also makes me acidic.
713,713,మనకి faty liver అంటే Venkateshగారు మనకి అది ఎప్పుడన్నా directగా రాదన్నమాట మనకి.,మనకి కొవ్వు కాలేయం అంటే వెంకటేష్‌గారు మనకి అది ఎప్పుడన్నా డైరెక్ట్‌గా రాదన్నమాట మనకి.,Fatty liver is what Venkatesh says that it never comes directly to us.
714,714,లేదంటే physicalగా మనకి exercise అనేది లేకపోవడం గానీ.,లేదంటే శారీరకంగా మనకి వ్యాయామం లేకపోవడం లేదా.,Or we lack physical exercise.
715,715,లేదంటే బయట food ఎక్కువగా తీసుకోవడం వల్ల.,లేదంటే బయట ఆహారం ఎక్కువగా తీసుకోవడం వల్ల.,Or because of eating out too much.
716,716,అది కాకపోతే piles కింద అదే morning motion వెళ్ళినప్పుడు కాస్త blood కింద వెళ్ళి వెళ్తుంది sir.,అది కాకపోతే పైల్స్ కింద అదే మార్నింగ్ మోషన్ వెళ్ళినప్పుడు కాస్త రక్తం కింద వెళ్తుంది సార్.,"If not, when the same morning motion goes under the piles, some blood will go under the piles, sir."
717,717,present ఏమైనా medicines వాడుతున్నారా?,ప్రస్తుతం ఏమైనా మందులు వాడుతున్నారా?,Are you currently using any medications?
718,718,అంటే ఇక్కడ doctorగారు దెగ్గర medicines వాడుతున్నాము sir.,అంటే ఇక్కడ వైద్యుడుగారు దెగ్గర మందులు వాడుతున్నాము సార్.,"That means the doctor is using many medicines here, sir."
719,719,నాకు operation అంటే భయం sir,నాకు ఆపరేషన్ అంటే భయం సార్,I am afraid of operation sir
720,720,almost 2 years పై నుంచి ఇబ్బంది ఉంటుంది.,దాదాపు 2 సంవత్సరాలు పై నుంచి ఇబ్బంది ఉంటుంది.,There will be trouble from above for about 2 years.
721,721,ఒక్కటే నండీ operation లేకుండా అవుతుంది అంటే ఏ stageలో ఉంది ఏ gradeలో ఉంది అవసరం.,ఒక్కటే నండీ ఆపరేషన్ లేకుండా అవుతుంది అంటే ఏ దశలో ఉంది ఏ గ్రేడ్‌లో ఉంది.,Only Nandi will be without operation i.e. which stage is in which grade.
722,722,ఈ 10 years నుంచి బాగా ఈ piles problemతో ఇబ్బంది పడుతున్నాను అండి.,ఈ 10 సంవత్సరాల నుంచి బాగా ఈ పైల్స్ సమస్యతో ఇబ్బంది పడుతున్నాను.,I have been suffering from this problem of piles since 10 years.
723,723,బాగా constipation వస్తుంది.,బాగా మలబద్ధకం వస్తుంది.,Very constipated.
724,724,ఏమైనా laxatives వాడితేనే motions అయితుంది కానీ అవ్వట్లేదు అండి.,ఏమైనా భేదిమందులు వాడితేనే విరోచనాలు అయితుంది కానీ అవ్వట్లేదు అండి.,"If you use any laxatives, you will have diarrhea, but it won't happen."
725,725,ఇది వరకు ఎవరైనా doctor ని కలిసారా?,ఇది వరకు ఎవరైనా వైద్యుడు ని కలిసారా?,Has anyone seen a doctor so far?
726,726,operation చేయించుకుందామంటే body weight 100 పైన ఉంది .,ఆపరేషన్ చేయించుకుందామంటే శరీర బరువు 100 పైన ఉంది .,The body weight is above 100 to undergo the operation.
727,727,ఒక 6 months నుంచి ఉంది.,ఒక 6 నెలల నుంచి ఉంది.,One is from 6 months.
