L1,L2,CM_candidates,Rating-1,Rating-2
చక్కెర మరియు శుద్ధి కార్బోహైడ్రేట్లను తగ్గించండి .,Avoid sugar and refined carbohydrates .,చక్కెర మరియు refined carbohydrates తగ్గించండి .,5,5
ప్రమాదంలో గాయపడిన వారిని హైదరాబాద్‌లోని ఉస్మానియా వైద్యశాలకు తరలించగా మృతదేహాన్ని షాద్‌నగర్ ప్రభుత్వ వైద్యశాలకు తరలించారు .,The injured were admitted to government-run Osmania Hospital in Hyderabad .,ప్రమాదంలో గాయపడిన వారిని government-run Osmania Hospital in Hyderabad షాద్‌నగర్ తరలించారు .,3,2
"తెలుగు , తమిళ , మలయాళ భాషల్లో కూడా విడుదల చేయనున్నారు .","It will be released in Tamil , Telugu , Malayalam and Hindi .","It will be విడుదల in Tamil , Telugu , Malayalam and భాషల్లో .",5,2
దీని కోసం దరఖాస్తు చేసుకునే నాన్ రిఫండబుల్ ఫీజు ధర రూ .,The non-refundable application fee of Rs .,దీని కోసం దరఖాస్తు చేసుకునే నాన్ రిఫండబుల్ fee of Rs .,4,2
ముఖ్యంగా హైదరాబాద్ లో ఈ సమస్య తీవ్రంగా ఉంది .,The problem is particularly severe in India .,The సమస్య is ముఖ్యంగా severe in India .,5,4
చాలా మందిని విధుల నుంచి తొలగించాయి .,Many were fired from their jobs .,Many మందిని విధుల from their jobs .,4,1
ువ్వు కోరిన కోరికను తీర్చగలను’ అని పలికింది .,You can do what you want .,You కోరిన కోరికను తీర్చగలను’ అని you .,3,3
అయితే ఇది ప్రేక్షకులను ఆకట్టుకోవడంలో విజయం సాధించలేకపోయాడు .,"It , however , failed to impress the audience .","ఇది , however , failed to impress the audience .",4,2
మీరు తుడిచివేద్దామని అనుకున్న డిస్కును జాబితా నుండి ఎంపికచేయండి .,Select the disk you want to wipe from the list .,Select the డిస్కును you want to wipe from the list .,4,2
ఈ కాల్పులు జరిగిన వెంటనే పోలీసులు సంఘటన స్థలం చేరుకొని దర్యాప్తు ప్రారంభించారు,Police reached the spot and started the investigation,జరిగిన వెంటనే పోలీసులు చేరుకొని the investigation ప్రారంభించారు,5,4
"ఇది గుంటూరు , విజయవాడ మధ్య ఉంది .",It is located between Guntur and Vijayawada .,"ఇది is located between గుంటూరు , విజయవాడ .",5,2
తిరుప‌తి ప్రసాద్‌గారు తెలుగులో సినిమాను విడుద‌ల చేస్తున్నారు .,Pratapraju has released the movie in Telugu .,Pratapraju has released సినిమాను in Telugu,5,2
కానీ ఈ ఎంపికను అందరూ అనుగుణంగా లేదు .,But that is not an option for everyone .,But that is not an option for అందరూ .,4,2
దాంతో వారిద్దరి మధ్య వివాహేతర సంబంధానికి దారి తీసింది .,This led to an extra-marital relationship between the two .,తీసింది led to an extra-marital relationship between the వారిద్దరి .,3,1
ోడీ సర్కారుపై ముప్పేట దాడినే చేస్తున్నాయి .,in a bid to attack the Modi government .,Modi సర్కారుపై bid చేస్తున్నాయి .,3,5
ఇక ఈ వ్యూస్ లిస్ట్ ఇంకాస్త పెరిగిపోతూనే ఉందట .,The list continues to increase .,The list ఇంకాస్త పెరిగిపోతూనే ఉందట .,4,4
తగిన ఓటర్లు స్థాపించడానికి ముస్లిం లీగ్తో యుద్ధం జరిపిన టగ్ తన ప్రభుత్వానికి సమస్యలకు దారితీసింది .,The tug of war with the Muslim League to establish the appropriate electorate caused problems for his government .,The టగ్ of యుద్ధం ముస్లిం caused problems for his ప్రభుత్వానికి .,3,1
ఈ బడ్జెట్‌ పరిమాణం నిరుడు బడ్జెట్‌ కంటే రూ .,This expansion budget amounted to Rs .,This expansion budget amounted to రూ .,3,1
ఇక్కడ ప్రచురణ మరియు ఎలక్ట్రానిక్ మీడియా బాగా అభివృద్ధి చెందింది .,Here publication and electronic media is welldeveloped .,Here publication మరియు electronic media అభివృద్ధి చెందింది .,5,5
బాలీవుడ్ చరిత్రలోని గొప్ప నటీమణుల్లో మధుబాల ఒకరు .,Madhubala was one of the finest actors in Bollywood .,Bollywood finest actors మధుబాల ఒకరు .,4,2
దీంతో భార్యతోపాటు ఇద్దరు కుమార్తెలను అల్లినగరంలోనే ఉంచి తాను బెంగళూరులో ఉంటూ వచ్చాడు .,He lived in Bengaluru with his wife and children .,భార్యతోపాటు children కుమార్తెలను అల్లినగరంలోనే ఉంచి తాను Bengaluru ఉంటూ .,2,2
ఈ సినిమాకి పరుశురామే దర్శకత్వం వహిస్తాడు .,The film is directed by Parasuram .,The సినిమాకి is directed by పరుశురామే .,4,2
ఆమె ఇంత త్వరగా వెళ్లిపోతారని అనుకోలేదు .,I didnt expect him go so soon .,అనుకోలేదు didnt expect him go so త్వరగా,4,2
ఇక్కడే చికిత్స పొందుతూ ఆయన ప్రాణాలు కోల్పోయారు .,There he died while undergoing treatment .,There treatment పొందుతూ ఆయన ప్రాణాలు కోల్పోయారు .,5,4
బిగుతైన దుస్తులు మరియు పొట్టి స్కర్టులు ధరించటం మానేయండి .,Avoid short and tight skirts and sweaters .,బిగుతైన మరియు short skirts ధరించటం మానేయండి .,5,5
"ఐట్రాజ్ అనేక చోట్ల ప్రశంసలు అందుకున్నారు , ముఖ్యంగా చోప్రాకు .","Aitraaz received several accolades , particularly for Chopra .","Aitraaz అనేక చోట్ల accolades , particularly చోప్రాకు .",2,2
"ఐసీఐసీఐ మరో వినూత్న ప్రయోగం: కాంటాక్ట్ లెస్ క్రెడిట్ , డెబిట్ కార్డులు",ICICI Bank Launches Contactless Credit and Debit Cards,"ICICI Bank వినూత్న Contactless క్రెడిట్ , డెబిట్ Cards",5,2
ఈ మేరకు రాష్ట్ర ప్రభుత్వాలను ఆదేశించింది .,The State Government issued the orders in this regard .,ఈ regard రాష్ట్ర ప్రభుత్వాలను orders .,2,1
"కానీ , ఆ విషయాన్ని ఆయన ఒప్పుకోవడంలేదు .",But he did not agree to it .,కానీ it ఆయన ఒప్పుకోవడంలేదు .,3,2
టాస్ గెలిచిన భారత్ జట్టు ఫీల్డింగ్‌ను ఎంచుకుంది .,The Indian team won the toss and elected to field .,టాస్ గెలిచిన భారత్ team ఫీల్డింగ్‌ను ఎంచుకుంది .,5,5
కాలిఫోర్నియాలో భారీ భూకంపం రెండు దశాబ్ధాల తర్వాత తీవ్రస్థాయిలో ప్రకంపనాలు,1 earthquake hits Southern California . second in two days,కాలిఫోర్నియాలో భారీ earthquake రెండు days second ప్రకంపనాలు,3,2
"ఈ మనోహరమైన ప్రదేశం హిందువులకు , పూజారులకు ఎంతో పవిత్రమైనదిగా పరిగణించబడుతుంది",This scenic location is considered to be very holy by Hindus and priests,This scenic location is considered to be very పవిత్రమైనదిగా,5,2
వారి ముందే మరే ఆప్షన్ లేదు .,There is no other option for them .,There is no other option for వారి .,3,1
కానీ కొద్ది కాలంలోనే పరిస్థితి నాటకీయంగా మారింది .,But the situation changed soon .,కానీ soon situation నాటకీయంగా మారింది .,5,5
"కాళేశ్వరం ప్రాజెక్టు మొత్తంలో 19 పంపింగ్ స్టేషన్లు , 86 పంపులు పనిచేస్తాయి .",A total of 86 motors are being set up in 19 pump houses under Kaleshwaram project .,"కాళేశ్వరం project మొత్తంలో 19 స్టేషన్లు , 86 pump పనిచేస్తాయి .",3,5
"ఎందుకంటే , దాంతో మనకు అవసరం లేదు కనుక .",Because we dont need it .,Because we dont need కనుక .,5,5
అయినా నేను ఎన్నో ఆశీర్వాదాలు పొందాను .,"Still , I enjoyed many blessings .",అయినా నేను many blessings పొందాను .,5,5
ఇద్దరి పరిస్థితి విషమంగానే ఉన్నట్లు వైద్యులు తెలిపారు .,"The condition of both are critical , according to the doctors .","పరిస్థితి ఇద్దరి are విషమంగానే , వైద్యులు తెలిపారు",4,2
గత 2014 ఎన్నికల్లో ఆమె రెండోస్థానంలో నిలిచారు,He had lost 2014 election,గత 2014 election ఆమె,2,1
ఎగువ సమయ పరిమితి యొక్క నిముష భాగము,Minute part of the upper time limit,ఎగువ సమయ limit యొక్క Minute part,3,1
ఈ సినిమాకి సిద్ధిఖీ దర్శకత్వం వహించనున్నాడు .,The movie is helmed by Siddiqui .,The movie సిద్ధిఖీ దర్శకత్వం వహించనున్నాడు .,4,2
దీని ప్రస్తుత మార్కెట్ విలువ 75 లక్షల రూపాయలు .,Its current market value is Rs 75 lakh .,Its current market value is 75 లక్షల రూపాయలు .,5,5
ఒక మనస్తత్వవేత్త నుండి సహాయాన్ని పొందండి .,Seek the help of psychologists .,Seek the సహాయాన్ని ఒక మనస్తత్వవేత్త .,4,2
ఒక అధ్యయనం షెడ్యూల్ చేయండి మరియు దానికి స్టిక్ చేయండి,Create a study schedule and adhere to it,a study schedule చేయండి మరియు it స్టిక్,3,2
యొక్క ఒక చిన్న ఉదాహరణ చూద్దాం .,Here is a small example .,ఒక చిన్న example చూద్దాం .,5,5
కానీ ఆ వంటి ఎల్లప్పుడూ కాదు .,But its not always like that .,But its not always like ఆ .,1,2
"కాబట్టి , ద్రవ్యరాశి కేంద్రం ఇప్పుడు కలిగి ఉంది , body లోపల ఒక బిందువు ఉందా ?","So , the center of mass now has is a point inside the body ?","So , the center now ఉంది body లోపల a point ఉందా ?",1,3
మరి ఈ సినిమాకు ఎలాంటి రెస్పాన్స్ వస్తుందో చూడాలి !,Look at the response to the film !,Look at the ఎలాంటి రెస్పాన్స్ to ఈ సినిమాకు !,3,2
అదే రోజు డ్యూటీలో జాయిన్‌ అయ్యారు .,He joined work the following day .,He joined work the అదే రోజు .,4,4
అలా మేం ఐదు సినిమాల్లో నటించాం .,Weve done five films together .,అలా మేం ఐదు films together .,3,2
ఇలాంటి సంభాషణ మనం చాలా సార్లు వినే ఉంటాం .,Were used to hearing such talk .,ఇలాంటి talk సార్లు వినే ఉంటాం .,3,2
పోలీస్ యంత్రాంగం ఎప్పటికప్పుడు అప్రమత్తంగా ఉండాలి .,Police should always remain alert .,పోలీస్ should ఎప్పటికప్పుడు remain alert .,5,4
"గాని మార్గం , మీరు నిరాశ కాదు .","In this way , you wont be disappointed .","మార్గం , మీరు wont be disappointed .",3,5
విభిన్న రంగుల పూలతో అలంకరించిన వస్తువులతో ఇంటిని చక్కగా తీర్చిదిద్దుతారు .,The entire house was decorated with colourful flowers .,with colourful flowers అలంకరించిన వస్తువులతో The entire house .,3,5
సురేంద్ర సింగ్‌ మృతికి ఉపముఖ్యమంత్రి కేశవ్‌ ప్రసాద్‌ మౌర్య సంతాపం ప్రకటించారు .,Deputy Chief Minister Keshav Prasad Maurya expressed grief over Singhs death .,Deputy Chief Minister కేశవ్‌ Prasad Maurya expressed grief over Singhs మృతికి .,4,5
అందువల్లే ఎక్కవ మంది పర్యాటకులు ఈ దేవాలయాన్ని సందర్శిస్తూ ుంటారు .,Therefore the temple is visited by many foreigners .,Therefore మంది ఈ దేవాలయాన్ని సందర్శిస్తూ foreigners .,2,4
’అని ట్విటర్ లో రాహుల్ పేర్కొన్నారు .,Rahul said in a tweet .,Rahul said in a ట్విటర్ .,3,5
డాగ్స్ మనిషి యొక్క ఉత్తమ స్నేహితునిగా ప్రపంచాన్ని పిలుస్తారు .,Dogs are known as mans best friend .,Dogs are known as mans ఉత్తమ friend .,3,5
ఇది మీకు అత్యంత ప్రాధాన్యత అంశంగా ఉండాలి .,That should be your main priority .,ఇది your main priority ఉండాలి .,5,5
ఈ సంఘటనతో తనకు ఎలాంటి సంబంధం లేదన్నారు .,She had nothing to do with the incident .,She had nothing to do with the సంఘటనతో .,4,4
"విధులకు హాజరయ్యే సిబ్బంది అందరికీ ముఖానికి తొడుక్కునే మాస్కులు , హాండ్ శానిటైజర్లను అందుబాటులో ఉంచుతున్నారు .",Masks and hand sanitizers are being made available to all staff coming on duty,"విధులకు హాజరయ్యే all staff ముఖానికి Masks , hand sanitizers అందుబాటులో ఉంచుతున్నారు",4,5
ఈ సమస్యపై ప్రజల్లో అవగాహన కల్పించడం చాలా అవసరం .,Public awareness about the problem is a must .,ఈ సమస్యపై ప్రజల్లో అవగాహన కల్పించడం is చాలా అవసరం,3,5
ఒక్కో వార్డుకు ఒక పోలింగ్‌ బూత్‌ను ఏర్పాటు చేశారు .,Polling stations have been set up at each block .,each block పోలింగ్‌ ఏర్పాటు చేశారు .,4,5
ఏపీ ప్రభుత్వం దిశ చట్టాన్ని ఆమోదించింది .,The UPA government had passed the law .,The UPA had passed దిశ చట్టాన్ని .,5,5
“ గ‌త కొన్ని సంవ‌త్స‌రాల‌లో ఈ ప్రాంతం వేలాది కోట్ల రూపాయ‌ల పెట్టుబ‌డుల‌ను అందుకుంది ” అని ప్ర‌ధాన‌మంత్రి అన్నారు .,"The region has received thousands of crore rupees of investment in last few years , he said .",last few సంవ‌త్స‌రాల‌లో ఈ region వేలాది crore రూపాయ‌ల of investment అందుకుంది ” అని ప్ర‌ధాన‌మంత్రి అన్నారు .,5,4
దీంతో చింతకోళ్ల వాసులు ఆందోళన చెందారు .,The residents of the town were worried .,The చింతకోళ్ల వాసులు ఆందోళన చెందారు .,3,4
అంతకు ముందు విజయంపై ఇరు పక్షాలూ ధీమా వ్యక్తం చేశాయి .,Both sides have claimed victory .,Both sides have claimed విజయంపై .,2,5
ఇది చూసేందుకు టికెట్‌ ధర రూ .,The cost of the ticket is Rs .,ఇది ticket ధర Rs .,4,4
వీటిపై ఎవరికీ అనుమానం కలగడం లేదు .,No one has any doubt on this .,వీటిపై ఎవరికీ doubt లేదు .,5,5
1 టేబుల్ స్పూన్ తేనెలో అంతే మోతాదులో దాల్చిన చెక్క పొడి కలపాలి .,Mix 1 teaspoon of onion juice with an equal amount of honey .,1 టేబుల్ స్పూన్ తేనెలో అంతే మోతాదులో దాల్చిన juice కలపాలి .,4,5
వారికి సేవ చేయాల్సిన బాధ్యత మనపై ఉంది .,To serve them is our duty .,వారికి సేవ చేయాల్సిన duty మనపై ఉంది .,5,5
అందుకు సంబంధించిన ప్రెస్ నోట్ ను విడుదల చేశారు .,A press note was issued .,ప్రెస్ నోట్ ను was issued .,4,4
మీరు అన్ని తమ గురించి తెలుసు .,You all know about them .,మీరు అన్ని know about తమ .,3,1
500 మంది అతిథులను ఆహ్వానించి దానికి తలనీలాలు తీసే కార్యక్రమం నిర్వహించారు .,Over 500 guests were invited to the ceremony .,Over 500 guests ఆహ్వానించి తీసే కార్యక్రమం నిర్వహించారు .,3,5
హోండా యాక్టివా 6G స్కూటర్ సాంకేతిక వివరాలున్న పేపర్లు ఆన్లైన్లో చక్కర్లు కొడుతున్నాయి,Thoughts On The Honda Activa 6G Specs,హోండా యాక్టివా 6G స్కూటర్,4,5
రాజకీయాలకు సంబంధించిన పనులలో మీకు విజయం లభిస్తుంది .,You will get success in political matters .,రాజకీయాలకు సంబంధించిన పనులలో మీకు success లభిస్తుంది .,5,4
అంతే కాక భైంసాలో జిల్లా వ్యాప్తంగా 144 సెక్షన్ ను విధించారు .,"Meanwhile , section 144 has also been imposed in the region .","Meanwhile , section 144 has అంతే కాక been imposed",3,2
సమాధి మీద ఉన్న అలంకరణలు అక్బరు ఇతిమాద్-ఉల్-దౌలా సమాధుల ని స్ఫురింపచేస్తాయి,The decorations on the mausoleum bear close resemblance to the design of the tombs of Akbar and Itimad-ul-Daula,సమాధి మీద ఉన్న అలంకరణలు to of the tombs of Akbar and ఇతిమాద్-ఉల్-దౌలా,2,2
దరఖాస్తు విధానం: అభ్యర్థులు ఆన్‌లైన్ ద్వారా దరఖాస్తు చేసుకోవాల్సి ఉంటుంది .,Procedure: Applicants should apply through online application form .,దరఖాస్తు Procedure అభ్యర్థులు ఆన్‌లైన్ ద్వారా దరఖాస్తు చేసుకోవాల్సి form,5,4
ప్రస్తుతానికి అందుతోన్న ప్రాథమిక సమాచారం ప్రకారం ఈ పేలుడులో ఇద్దరు మృతిచెందగా ఆరుగురు గాయపడినట్టు తెలుస్తోంది .,"As per latest information , two people have died and six are injured .","As per latest information , ఇద్దరు died and six are injured .",4,5
"ప్రస్తుతం మొత్తం కేసులు: 43 , 780 . యాక్టివ్‌ కేసులు: 12 , 765 . మరణాలు: 409 . డిశ్చార్జి: 30 , 607గా ఉన్నాయి .","Total cases: 43 , 780 Active cases: 12 , 765 Deaths: 409 Discharges: 30 , 607 .","మొత్తం cases : 43 , 780 Active cases : 12 , 765 Deaths",4,5
ఎన్డీయే అభ్యర్థి అయిన హరివంశ్‌ నారాయణ సింగ్‌ జేడీయు125 ఓట్లు సాధించారు .,NDA candidate Harivansh Narayan Singh emerged the winner with 125 votes .,ఎన్డీయే అభ్యర్థి అయిన హరివంశ్‌ Narayan సింగ్‌ votes .,5,4
ఆయనకు ఒక కుమార్తె కూడా ఉంది .,They got a daughter as well .,got ఒక కుమార్తె as well .,4,2
అర్హత : గుర్తింపు పొందిన విశ్వవిద్యాలయం నుంచి లైబ్రరీ సైన్స్‌లో డిగ్రీ .,Qualification: Bachelors degree from a recognized University .,Qualification : Bachelors degree from a విశ్వవిద్యాలయం,4,4
"%categoryNames‌లో ""%querys"" కొరకు %counts అలంకారాలు దొరికాయి","%counts theme found for ""%querys"" in %categoryNames","%categoryNames‌లో ""%querys"" theme %counts అలంకారాలు దొరికాయి",1,2
ఉద్యోగంలో మార్పు కోసం చూస్తుంటే ఈ సమయంలో మీకు అనుకూలంగా ఉంటుంది .,It is a favourable time if you are planning to change your job .,It is a favourable సమయంలో if you,2,2
మాట్రిక్స్ 4 లో ప్రియాంక చోప్రా ?,Priyanka Chopra to join the cast of Matrix 4 ?,Matrix 4 లో ప్రియాంక చోప్రా ?,2,5
భారత వాయుసేనలో చేరేందుకు మరికొద్ది గంటల్లో ఫ్రాన్స్ నుంచి హర్యానాలోని అంబాలా ఎయిర్‌బేస్‌కు రాఫేల్ యుద్ధ విమానాలు చేరుకోనున్నాయి,The fighter jets will officially join the Indian Air Force fleet in Haryana's Ambala,భారత వాయుసేనలో చేరేందుకు jets in Haryana అంబాలా ఎయిర్‌బేస్‌కు రాఫేల్ fighter చేరుకోనున్నాయి,2,4
ఆ తరువాత ఈ అమ్మడు బాలీవుడ్ కు చిక్కేసింది .,She later ventured into Bollywood .,She ఆ తరువాత ventured into Bollywood .,5,4
పోలింగ్ బూత్‌ల వద్ద ఓటు వేయడానికి జనం బారులుతీరారు .,People reached at polling stations to cast their votes .,జనం reached at polling stations .,5,4
ఈ ట్యాగ్ పై ఉన్న ఎకౌంట్ నుంచి టోల్ ట్యాక్స్ కట్ అవుతుంది .,The toll will be cut from the account linked with the tag .,The టోల్ will be cut from పై ఉన్న ఎకౌంట్ the tag .,4,1
ఇది ఈ వివరాలను నిర్వహించడం ద్వారా అనువర్తన ప్రోగ్రామ్‌లకు సమయాన్ని కల్పించి అవి అనువర్తనాలను సులభంగా వ్రాయడానికి సహాయపడుతుంది .,By this it looks programs and standerd it helpful to hard ware .,By this it అనువర్తన programs కల్పించి ware సులభంగా వ్రాయడానికి సహాయపడుతుంది .,2,2
దీనికి సంబంధించిన అధికారిక ప్రకటన మరికొన్ని రోజుల్లో వెలువడనుంది .,An official announcement regarding this will be made in the coming days .,An official ప్రకటన regarding this will,3,3
ఈ ప్రమాదం చోటు చేసుకోవడం దురదృష్టకరమన్నారు .,It is unfortunate that this incident is happening .,this ప్రమాదం చోటు చేసుకోవడం దురదృష్టకరమన్నారు .,4,3
ఇప్పటికే ఈ పరీక్షలకు సంబంధించి షెడ్యూల్‌ కూడా ప్రకటించారు .,The exam dates have already been announced .,The పరీక్షలకు dates have already been ప్రకటించారు .,5,3
2008లో చెన్నై సూపర్ కింగ్స్ జట్టు ఏర్పడినప్పటి నుంచి కెప్టెన్‌గా ధోనియే కొనసాగుతున్నాడు,Dhoni is the captain of Chennai Super Kings CSK from the inaugural edition in 2008,2008లో Chennai Super Kings నుంచి కెప్టెన్‌గా ధోనియే కొనసాగుతున్నాడు,4,5
ఈ నేపథ్యంలో మోదీ ప్రభుత్వంపై కాంగ్రెస్ పార్టీ నేత రాహుల్ గాంధీ తీవ్రంగా స్పందించారు .,"Congress leader Rahul Gandhi , however , attacked the Modi government's policies .",ఈ నేపథ్యంలో మోదీ ప్రభుత్వంపై కాంగ్రెస్ పార్టీ నేత Rahul గాంధీ policies,5,4
"ఉదాహరణకు , బెర్లిన్ వ్యాసం నుండి జర్మనీ గురించి డేటాను చదవడం సాధ్యమైంది , ఇంతకు ముందు ఇలా సాధ్యం కాలేదు .","For example , it became possible to read data about Germany from the Berlin article , which was not feasible before .","ఉదాహరణకు , బెర్లిన్ article నుండి జర్మనీ గురించి data చదవడం సాధ్యమైంది before ఇలా feasible కాలేదు .",5,4
"లెబనాన్‌ సెంట్రల్‌ బ్యాంకుతో పాటు కార్మిక , సామాజిక వ్యవహారాల శాఖల కార్యాలయాల ఎదుట ఆందోళనలు జరిగాయి .",The protests took place near the labour and social affairs ministries and the central bank of Lebanon .,"లెబనాన్‌ సెంట్రల్‌ bank , labour , social affairs శాఖల కార్యాలయాల ఎదుట ఆందోళనలు జరిగాయి .",5,4
ామాట వినూ’ అంటే వింటారా ?,Do I hear what you say ?,Do I hear what వింటారా,2,2
భారత్ లో తయారైన రెండు ఆధునిక జలాంతర్గాములు కూడా కరోనా కాలంలో నౌకాదళం నుంచి అందుకున్నాయి .,The Navy received two modern submarines prepared indigenously in India during the Corona period .,భారత్ లో తయారైన two modern submarines కరోనా period నౌకాదళం నుంచి అందుకున్నాయి .,4,4
జలాన్తర్గాములతో పాటు ఫ్రెంచ్ తిరుగుబాటు దళం మిరేజ్ 2000Nను ఉపయోగిస్తుంది . ఇది మిరేజ్ 2000 యొక్క రూపాంతరం మరియు ఆవిధంగా అణు దాడులను చేయడానికి రూపొందించబడింది .,"With the water waves , the French revolutionaries have used 2000N , This Mirage 2000 is created to attack the nuclear weapons",పాటు French మిరేజ్ 2000Nను used ఇది మిరేజ్ 2000 యొక్క water అణు దాడులను చేయడానికి రూపొందించబడింది,2,4
అయితే ఆయన తాను పోటీ చేసిన రెండో స్థానం కేరళలోని వయనాడ్‌లో విజయం సాధించారు .,He however won from his second seat in Kerala's Wayanad .,however ఆయన తాను won from చేసిన second స్థానం in Kerala 's Wayanad,2,2
ఈ చిత్రానికి సంబంధించిన వివరాలు తెలియనున్నాయి .,Details on the film are awaited .,ఈ చిత్రానికి సంబంధించిన వివరాలు తెలియనున్నాయి are awaited,3,2
ఈ విభాగానికి అధిపతి పిఐబి డిజి శ్రీ నితిన్ వాకాన్కర్,"The unit is headed by Shri Nitin Wakankar , DG , PIB .","The by Shri నితిన్ వాకాన్కర్ , DG , పిఐబి",1,1
"కొలంబోలోని షాంగ్రీ-లా , సిన్నామన్‌ గ్రాండ్‌ , కింగ్స్‌బరి ఐదు నక్షత్రాల హోటళ్లలో కూడా పేలుళ్లు జరిగాయి .","The explosions also struck three five-star hotels in Colombo the Shangri-La , the Cinnamon Grand and the Kingsbury .","struck three five-star hotels in Colombo the Shangri-La , the కూడా పేలుళ్లు జరిగాయి .",3,2
%authors నుండి మరిన్ని భాషా ప్యాకులు,More language packs by %authors,%authors నుండి More భాషా ప్యాకులు,3,2
వీరి నుండి తప్పించుకోవడం అంత సులువు కాదు .,They cant be gotten rid of so easily .,They నుండి తప్పించుకోవడం so easily కాదు .,4,3
మాజీ సీజేఐ జస్టిస్‌ ఆర్‌ఎం లోధా అధ్యక్షతన కమిటీని ఏర్పాటు చేయాలనుకుంటున్నట్లు ధర్మాసనం తెలిపింది .,The committee could be headed by former CJI RM Lodha .,former సీజేఐ జస్టిస్‌ RM లోధా అధ్యక్షతన కమిటీని ఏర్పాటు headed తెలిపింది .,2,4
ఆయన కాలంలో దీనిలో పరిమళపు నీరు నింపి ఉంచేవారు,"During the emperors time , the tank was filled with frAgrant water",కాలంలో was పరిమళపు water నింపి,2,2
వీరికి అన్ని విపక్ష పార్టీలు మద్దతు ప్రకటించాయి .,All opposition parties have denounced it .,వీరికి అన్ని opposition పార్టీలు మద్దతు ప్రకటించాయి .,5,4
అంతలో సచిన్ కుమారుడు అర్జున్‌ కూడా ఆ ఈవెంట్‌కు వచ్చాడు .,Sachin Tendulkar's son Arjun was also present,Sachin అంతలో 's అర్జున్‌ Arjun was also,1,2
"అందులో పాల్గొన్న వివిధ పార్టీలకు చెందిన నేతలు , రాష్ట్రాల ముఖ్యమంత్రులు తమ అభిప్రాయం వ్యక్తంచేశారు .",Several state Ministers and senior party leaders participated in the event .,"పాల్గొన్న వివిధ senior party leaders , రాష్ట్రాల Ministers వ్యక్తంచేశారు .",4,4
దీంతో నగరంలోని పలు ప్రాంతాలు జలమయమయ్యాయి .,Several areas across the city have been waterlogged .,దీంతో city పలు ప్రాంతాలు waterlogged .,4,3
దేశీయ వాహనాల తయారక సంస్థ బజాజ్ ఆటో ఈ వెనుకే తమ పల్సర్ క్లాసిక్ 150 బైకులను విడుదల చేసింది,The Bajaj Pulsar 150 Classic edition was produced only to make the motorcycle more affordable to the masses,The బజాజ్ ఆటో Pulsar 150 Classic edition was సంస్థ only to,1,4
అన్ని రంగాలకు చెందిన బహుళజాతి సంస్థలు కుడా నేరగాళ్ళకు మంచి లక్ష్యాలు అవుతాయి .,Feeding ground bones instead of whole bones reduces the risk of these adverse effects .,అన్ని రంగాలకు చెందిన సంస్థలు bones అవుతాయి .,2,1
భర్త వెంటనే తేరుకుని చికిత్స కోసం ఆస్పత్రికి తరలించారు .,He was immediately evacuated to hospital for treatment .,He was వెంటనే evacuated to ఆస్పత్రికి for treatment .,5,3
అయితే మార్పు సంభవించే సమయం సమీపించింది .,"However , the time for a change is near .",అయితే change సంభవించే సమయం near .,4,3
మతభ్రష్టుల మోసం విషయంలో జాగ్రత్తగా ఉండండి,"Guard Against Deception by Apostates 6 , 7 . a What claim may apostates make ?",మతభ్రష్టుల Deception విషయంలో జాగ్రత్తగా ఉండండి,5,4
మీరు యెహోవాకు ఎలా సన్నిహితులు కావచ్చు ?,What methods of witnessing at school have some found to be successful ?,మీరు యెహోవాకు methods సన్నిహితులు కావచ్చు ?,2,1
ప్రధాని నరేంద్ర మోడీ కూడా ఈ సార్క్ సదస్సులో పాల్గొన బోరని వెల్లడించింది .,"Further , Prime Minister Narendra Modi is also expected to participate in the SCO meet .","వెల్లడించింది , Prime Minister నరేంద్ర Modi is also సదస్సులో పాల్గొన బోరని",3,4
దీనిపై కాంగ్రెస్‌ అగ్రనేత రాహుల్‌ గాంధీ స్పందించారు .,Congress party leader Rahul Gandhi .,leader కాంగ్రెస్‌ అగ్రనేత Rahul గాంధీ,3,4
"బీజేపీ , కాంగ్రెస్ మధ్య పచ్చగడ్డి వేస్తే భగ్గుమనే పరిస్థితి ఏర్పడింది .",The gap between BJP and Congress has widened .,"BJP , Congress మధ్య పచ్చగడ్డి వేస్తే భగ్గుమనే has widened",3,2
బస్తర్ త్వరలోనే ఒక ఆర్థిక కేంద్ర బిందువుగా గుర్తింపు పొందుతుందని ఆయన అన్నారు .,He said Bastar would soon be recognised as an economic hub,He said బస్తర్ త్వరలోనే an economic కేంద్ర బిందువుగా గుర్తింపు పొందుతుందని,5,4
బఫర్ స్టాక్ నుండి ఉల్లిపాయల సరఫరాకు ప్రభుత్వం ఏర్పాట్లు ముమ్మరం చేసింది .,Government has stepped up disposal of onion from the buffer stock,బఫర్ stock నుండి ఉల్లిపాయల సరఫరాకు ప్రభుత్వం ఏర్పాట్లు ముమ్మరం చేసింది,4,4
ప్ర‌ధాన‌మంత్రి న‌రేంద్ర మోడీకి జ‌గ‌న్ ఓ లేఖ రాశారు .,Chief Minister had written a letter to prime Minister Narendra Modi in this regard .,prime Minister Narendra Modi జ‌గ‌న్ ఓ లేఖ రాశారు .,3,4
